identifier	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_DET	upos_dist_ADV	upos_dist_VERB	upos_dist_NOUN	upos_dist_PART	upos_dist_NUM	upos_dist_AUX	upos_dist_PROPN	upos_dist_CCONJ	upos_dist_SYM	upos_dist_ADP	upos_dist_ADJ	upos_dist_PRON	upos_dist_INTJ	upos_dist_X	upos_dist_SCONJ	upos_dist_PUNCT	lexical_density	verbs_mood_dist_Imp	verbs_mood_dist_Sub	verbs_mood_dist_Ind	verbs_tense_dist_Pres	verbs_tense_dist_Past	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Sing+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_+3	verbs_num_pers_dist_+2	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+	verbs_num_pers_dist_+	aux_mood_dist_Ind	aux_mood_dist_Imp	aux_mood_dist_Sub	aux_tense_dist_Past	aux_tense_dist_Pres	aux_form_dist_Part	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Ger	aux_num_pers_dist_Sing+1	aux_num_pers_dist_+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+3	aux_num_pers_dist_+	aux_num_pers_dist_+3	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Plur+	aux_num_pers_dist_Sing+	verbal_head_per_sent	verbal_root_perc	avg_token_per_clause	avg_links_len	max_links_len	avg_max_links_len	avg_max_depth	dep_dist_amod	dep_dist_nmod:poss	dep_dist_nummod	dep_dist_csubj	dep_dist_obl:tmod	dep_dist_nmod	dep_dist_xcomp	dep_dist_advmod	dep_dist_obj	dep_dist_root	dep_dist_nmod:npmod	dep_dist_aux	dep_dist_compound:prt	dep_dist_csubj:pass	dep_dist_iobj	dep_dist_det:predet	dep_dist_obl	dep_dist_det	dep_dist_vocative	dep_dist_aux:pass	dep_dist_expl	dep_dist_compound	dep_dist_flat:foreign	dep_dist_advcl	dep_dist_cop	dep_dist_cc:preconj	dep_dist_case	dep_dist_orphan	dep_dist_nmod:tmod	dep_dist_cc	dep_dist_parataxis	dep_dist_acl:relcl	dep_dist_mark	dep_dist_dep	dep_dist_obl:npmod	dep_dist_reparandum	dep_dist_nsubj:pass	dep_dist_conj	dep_dist_list	dep_dist_discourse	dep_dist_appos	dep_dist_ccomp	dep_dist_dislocated	dep_dist_acl	dep_dist_nsubj	dep_dist_punct	dep_dist_flat	dep_dist_goeswith	dep_dist_fixed	subj_pre	subj_post	obj_pre	obj_post	n_prepositional_chains	avg_prepositional_chain_len	prep_dist_3	prep_dist_4	prep_dist_5	prep_dist_2	prep_dist_1	subordinate_dist_1	subordinate_dist_3	subordinate_dist_2	subordinate_dist_5	subordinate_dist_4	avg_subordinate_chain_len	principal_proposition_dist	subordinate_proposition_dist	subordinate_pre	subordinate_post	verb_edges_dist_1	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_2	verb_edges_dist_0	verb_edges_dist_6	verb_edges_dist_5	avg_verb_edges
GUM_voyage_vavau-35	1	11	11.0	4.9	18.181818181818183	0	0	18.181818181818183	0	0	9.090909090909092	18.181818181818183	0	0	9.090909090909092	18.181818181818183	0	0	0	0	9.090909090909092	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	1.0	100.0	11.0	2.4444444444444446	5	5.0	2.0	18.181818181818183	0	0	0	0	9.090909090909092	0	0	0	9.090909090909092	0	0	0	0	0	0	0	18.181818181818183	0	0	0	9.090909090909092	0	0	9.090909090909092	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	9.090909090909092	0	0	0	100.0	0	0	0	1	1.0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0
GUM_voyage_vavau-36	1	3	3.0	5.5	0	0	0	0	0	0	0	66.66666666666667	0	0	0	0	0	0	0	0	33.333333333333336	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1	1.0	1.0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUM_voyage_vavau-37	1	17	17.0	5.1875	11.764705882352942	0	5.882352941176471	23.529411764705884	0	5.882352941176471	5.882352941176471	11.764705882352942	5.882352941176471	0	11.764705882352942	5.882352941176471	5.882352941176471	0	0	0	5.882352941176471	0.5	0	0	100.0	100.0	0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	2.0	100.0	8.5	2.2666666666666666	5	5.0	4.0	5.882352941176471	0	5.882352941176471	0	0	11.764705882352942	0	0	5.882352941176471	5.882352941176471	0	0	0	0	0	0	0	11.764705882352942	0	0	0	11.764705882352942	0	0	5.882352941176471	0	11.764705882352942	0	0	5.882352941176471	0	0	0	0	0	0	0	5.882352941176471	0	0	0	0	0	0	5.882352941176471	5.882352941176471	0	0	0	100.0	0	0	100.0	2	1.0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	2.0
GUM_voyage_vavau-38	1	22	22.0	4.714285714285714	9.090909090909092	0	22.727272727272727	31.818181818181817	0	0	0	0	9.090909090909092	0	13.636363636363637	4.545454545454546	4.545454545454546	0	0	0	4.545454545454546	0.6190476190476191	0	0	100.0	75.0	25.0	0	20.0	60.0	20.0	0	66.66666666666667	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	100.0	4.4	1.85	5	5.0	7.0	13.636363636363637	0	0	0	0	9.090909090909092	0	0	9.090909090909092	4.545454545454546	0	0	0	0	0	0	4.545454545454546	9.090909090909092	0	0	0	0	0	0	0	0	13.636363636363637	0	0	9.090909090909092	0	4.545454545454546	0	0	0	0	0	9.090909090909092	0	0	0	0	0	0	9.090909090909092	4.545454545454546	0	0	0	100.0	0	0	100.0	1	2.0	0	0	0	100.0	0	100.0	0	0	0	0	1.0	50.0	50.0	0	100.0	0	20.0	0	40.0	40.0	0	0	1.4
GUM_whow_cactus-1	1	5	5.0	5.0	0	0	20.0	0	20.0	0	0	40.0	0	0	0	0	0	0	0	20.0	0	0.6	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	5.0	1.5	2	2.0	2.0	0	0	0	0	0	0	0	0	20.0	20.0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	40.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	3.0
GUM_whow_cactus-2	1	50	50.0	4.804878048780488	4.0	4.0	10.0	16.0	2.0	4.0	4.0	8.0	6.0	0	8.0	10.0	2.0	0	4.0	0	18.0	0.5853658536585366	0	0	100.0	75.0	25.0	20.0	20.0	60.0	0	0	66.66666666666667	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	100.0	0	0	0	0	6.0	100.0	8.333333333333334	3.425	17	17.0	6.0	6.0	0	4.0	0	0	2.0	2.0	4.0	4.0	2.0	0	2.0	0	0	0	0	6.0	4.0	0	0	0	6.0	0	0	2.0	0	8.0	0	0	6.0	0	2.0	2.0	0	2.0	0	0	8.0	0	0	4.0	0	0	2.0	4.0	18.0	0	0	0	100.0	0	0	100.0	1	1.0	0	0	0	0	100.0	100.0	0	0	0	0	1.0	25.0	75.0	33.333333333333336	66.66666666666667	0	40.0	0	60.0	0	0	0	2.4
GUM_whow_cactus-3	1	46	46.0	3.953488372093023	8.695652173913043	0	13.043478260869565	28.26086956521739	0	0	4.3478260869565215	2.1739130434782608	8.695652173913043	0	17.391304347826086	4.3478260869565215	2.1739130434782608	0	0	4.3478260869565215	6.521739130434782	0.5116279069767442	0	0	100.0	50.0	50.0	0	16.666666666666668	16.666666666666668	66.66666666666667	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	100.0	0	0	0	0	6.0	100.0	7.666666666666667	2.5	12	12.0	8.0	4.3478260869565215	0	0	0	0	8.695652173913043	0	0	8.695652173913043	2.1739130434782608	0	2.1739130434782608	0	2.1739130434782608	0	0	8.695652173913043	8.695652173913043	0	2.1739130434782608	0	0	0	2.1739130434782608	0	0	17.391304347826086	0	0	8.695652173913043	0	0	4.3478260869565215	0	0	0	0	8.695652173913043	0	0	0	2.1739130434782608	0	0	2.1739130434782608	6.521739130434782	0	0	0	100.0	0	0	100.0	4	1.0	0	0	0	0	100.0	100.0	0	0	0	0	1.0	25.0	75.0	33.333333333333336	66.66666666666667	16.666666666666668	16.666666666666668	33.333333333333336	16.666666666666668	0	0	16.666666666666668	3.1666666666666665
GUM_whow_cactus-4	1	13	13.0	4.583333333333333	7.6923076923076925	0	30.76923076923077	15.384615384615385	15.384615384615385	0	0	7.6923076923076925	0	0	7.6923076923076925	0	0	0	0	7.6923076923076925	7.6923076923076925	0.5833333333333334	100.0	0	0	0	0	50.0	0	25.0	25.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	3.25	2.090909090909091	5	5.0	4.0	7.6923076923076925	0	0	0	0	0	15.384615384615385	0	15.384615384615385	7.6923076923076925	0	0	7.6923076923076925	0	0	0	0	7.6923076923076925	0	0	0	7.6923076923076925	0	0	0	0	0	0	0	0	0	0	23.076923076923077	0	0	0	0	0	0	0	0	0	0	0	0	7.6923076923076925	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	2.0	33.333333333333336	66.66666666666667	0	100.0	0	50.0	0	25.0	25.0	0	0	2.0
GUM_whow_cactus-5	1	7	7.0	3.1666666666666665	0	0	0	28.571428571428573	0	28.571428571428573	0	0	0	0	28.571428571428573	0	0	0	0	0	14.285714285714286	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	6	6.0	2.0	0	0	14.285714285714286	0	0	14.285714285714286	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.571428571428573	0	0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	1	1.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUM_whow_cactus-6	1	5	5.0	7.25	0	0	20.0	40.0	0	0	0	20.0	0	0	0	0	0	0	0	0	20.0	1.0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	5.0	2.0	3	3.0	2.0	0	0	0	0	0	0	0	0	20.0	20.0	0	0	0	0	0	0	0	0	0	0	0	40.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	1.0
GUM_whow_cactus-7	1	11	11.0	4.8	0	9.090909090909092	18.181818181818183	18.181818181818183	0	0	18.181818181818183	0	9.090909090909092	0	9.090909090909092	0	9.090909090909092	0	0	0	9.090909090909092	0.5	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	100.0	0	0	0	0	2.0	100.0	5.5	2.111111111111111	5	5.0	2.0	0	0	0	0	0	0	0	9.090909090909092	0	9.090909090909092	0	9.090909090909092	0	0	0	0	9.090909090909092	0	0	9.090909090909092	0	9.090909090909092	0	0	0	0	9.090909090909092	0	0	9.090909090909092	0	0	0	0	0	0	9.090909090909092	9.090909090909092	0	0	0	0	0	0	0	9.090909090909092	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	50.0	50.0	0	0	0	3.0
GUM_whow_cactus-8	1	4	4.0	5.0	25.0	0	25.0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0.6666666666666666	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	4.0	1.5	2	2.0	2.0	0	0	0	0	0	0	0	0	25.0	25.0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	1.0
GUM_whow_cactus-9	1	14	14.0	3.9166666666666665	21.428571428571427	7.142857142857143	7.142857142857143	28.571428571428573	0	0	0	0	0	0	14.285714285714286	7.142857142857143	0	0	0	0	14.285714285714286	0.5833333333333334	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	14.0	2.272727272727273	5	5.0	2.0	7.142857142857143	0	0	0	0	0	0	7.142857142857143	7.142857142857143	7.142857142857143	0	0	0	0	0	0	14.285714285714286	21.428571428571427	0	0	0	7.142857142857143	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	4.0
GUM_whow_cactus-10	1	20	20.0	3.6666666666666665	10.0	0	25.0	15.0	15.0	0	0	0	0	0	5.0	0	15.0	0	0	5.0	10.0	0.4444444444444444	0	0	100.0	100.0	0	60.0	0	40.0	0	0	50.0	0	0	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	100.0	4.0	2.0588235294117645	9	9.0	6.0	0	0	0	0	0	0	5.0	0	15.0	5.0	0	0	5.0	0	0	0	0	10.0	0	0	5.0	0	0	5.0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	10.0	10.0	10.0	0	0	0	50.0	50.0	0	100.0	0	0	0	0	0	0	0	66.66666666666667	0	33.333333333333336	0	0	1.3333333333333333	20.0	80.0	0	100.0	0	60.0	0	40.0	0	0	0	2.6
GUM_whow_cactus-11	1	9	9.0	4.75	22.22222222222222	0	22.22222222222222	22.22222222222222	0	0	0	0	0	0	0	11.11111111111111	0	0	0	11.11111111111111	11.11111111111111	0.625	50.0	0	50.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	4.5	2.5714285714285716	7	7.0	3.0	0	0	0	0	0	0	11.11111111111111	0	11.11111111111111	11.11111111111111	0	0	0	0	0	0	0	22.22222222222222	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	11.11111111111111	0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	0	1.0	50.0	50.0	0	100.0	0	50.0	0	50.0	0	0	0	2.5
GUM_whow_cactus-12	1	11	11.0	3.6	18.181818181818183	0	9.090909090909092	27.272727272727273	0	0	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0.5	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	2.0	100.0	5.5	3.3333333333333335	9	9.0	3.0	0	0	0	0	0	0	9.090909090909092	0	0	9.090909090909092	0	0	0	0	0	0	0	18.181818181818183	0	0	0	9.090909090909092	0	0	9.090909090909092	0	9.090909090909092	0	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	1.0	50.0	50.0	0	100.0	0	0	0	100.0	0	0	0	2.0
GUM_whow_cactus-13	1	16	16.0	5.428571428571429	0	0	18.75	37.5	6.25	0	0	6.25	0	0	12.5	6.25	0	0	0	0	12.5	0.7857142857142857	0	0	100.0	100.0	0	33.333333333333336	0	66.66666666666667	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	5.333333333333333	2.0	7	7.0	4.0	6.25	0	0	0	0	6.25	6.25	0	12.5	6.25	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	6.25	0	0	6.25	0	0	6.25	0	0	0	0	6.25	0	0	0	0	0	0	12.5	12.5	0	0	0	100.0	0	0	100.0	1	1.0	0	0	0	0	100.0	100.0	0	0	0	0	1.0	50.0	50.0	0	100.0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0	0	2.6666666666666665
GUM_whow_cactus-14	1	18	18.0	4.9411764705882355	5.555555555555555	11.11111111111111	16.666666666666668	16.666666666666668	0	5.555555555555555	5.555555555555555	5.555555555555555	0	0	11.11111111111111	5.555555555555555	0	0	0	11.11111111111111	5.555555555555555	0.5882352941176471	0	0	100.0	100.0	0	0	0	33.333333333333336	66.66666666666667	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	4.5	2.4375	7	7.0	5.0	0	0	0	5.555555555555555	0	5.555555555555555	0	11.11111111111111	11.11111111111111	5.555555555555555	0	0	0	0	0	0	5.555555555555555	5.555555555555555	0	0	0	5.555555555555555	0	5.555555555555555	5.555555555555555	0	11.11111111111111	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	5.555555555555555	0	0	0	5.555555555555555	0	0	0	100.0	0	0	100.0	1	1.0	0	0	0	0	100.0	50.0	0	50.0	0	0	1.5	25.0	75.0	0	100.0	33.333333333333336	66.66666666666667	0	0	0	0	0	2.3333333333333335
GUM_whow_cactus-15	1	15	15.0	3.2142857142857144	0	6.666666666666667	13.333333333333334	13.333333333333334	0	13.333333333333334	6.666666666666667	0	0	0	13.333333333333334	6.666666666666667	13.333333333333334	0	0	6.666666666666667	6.666666666666667	0.42857142857142855	0	0	100.0	100.0	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	2.0	100.0	7.5	2.6923076923076925	10	10.0	5.0	0	0	6.666666666666667	0	0	6.666666666666667	6.666666666666667	6.666666666666667	6.666666666666667	6.666666666666667	0	6.666666666666667	0	0	0	0	6.666666666666667	0	0	0	0	0	0	6.666666666666667	0	0	13.333333333333334	0	0	0	0	0	6.666666666666667	0	0	0	0	0	0	0	0	0	0	0	13.333333333333334	6.666666666666667	0	0	0	100.0	0	0	100.0	1	1.0	0	0	0	0	100.0	100.0	0	0	0	0	1.0	50.0	50.0	0	100.0	0	100.0	0	0	0	0	0	3.0
GUM_whow_cactus-16	1	7	7.0	3.6666666666666665	0	0	0	28.571428571428573	0	28.571428571428573	0	0	0	0	28.571428571428573	0	0	0	0	0	14.285714285714286	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	6	6.0	2.0	0	0	14.285714285714286	0	0	14.285714285714286	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.571428571428573	0	0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	1	1.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUM_whow_cactus-17	1	4	4.0	8.0	0	0	25.0	25.0	0	0	0	25.0	0	0	0	0	0	0	0	0	25.0	1.0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	4.0	1.5	2	2.0	2.0	0	0	0	0	0	0	0	0	25.0	25.0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	1.0
GUM_whow_cactus-18	1	12	12.0	4.181818181818182	8.333333333333334	8.333333333333334	8.333333333333334	16.666666666666668	0	0	8.333333333333334	0	8.333333333333334	0	8.333333333333334	8.333333333333334	16.666666666666668	0	0	0	8.333333333333334	0.45454545454545453	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	1.0	100.0	12.0	2.7	6	6.0	3.0	8.333333333333334	0	0	0	0	0	0	8.333333333333334	8.333333333333334	8.333333333333334	0	8.333333333333334	0	0	0	0	0	8.333333333333334	0	0	0	8.333333333333334	0	0	0	0	8.333333333333334	0	0	8.333333333333334	0	0	0	0	0	0	0	8.333333333333334	0	0	0	0	0	0	8.333333333333334	8.333333333333334	0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	3.0
GUM_whow_cactus-19	1	15	15.0	4.384615384615385	6.666666666666667	6.666666666666667	13.333333333333334	13.333333333333334	0	0	6.666666666666667	6.666666666666667	0	0	0	6.666666666666667	20.0	0	0	6.666666666666667	13.333333333333334	0.5384615384615384	0	0	100.0	100.0	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	2.0	100.0	7.5	2.3333333333333335	7	7.0	3.0	6.666666666666667	6.666666666666667	0	0	0	0	0	6.666666666666667	13.333333333333334	6.666666666666667	0	6.666666666666667	0	0	0	0	0	6.666666666666667	0	0	0	6.666666666666667	0	6.666666666666667	0	0	0	0	0	0	0	0	6.666666666666667	0	0	0	0	0	0	0	0	0	0	0	13.333333333333334	13.333333333333334	0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	0	1.0	50.0	50.0	100.0	0	0	50.0	50.0	0	0	0	0	3.5
GUM_whow_cactus-20	1	32	32.0	3.8518518518518516	9.375	0	12.5	15.625	3.125	3.125	3.125	0	6.25	0	6.25	12.5	12.5	0	0	0	15.625	0.48148148148148145	50.0	0	50.0	100.0	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	5.0	100.0	6.4	3.423076923076923	22	22.0	5.0	6.25	0	3.125	0	0	0	0	0	12.5	3.125	0	0	3.125	0	0	0	3.125	9.375	0	0	0	0	0	3.125	3.125	0	3.125	0	0	6.25	0	6.25	3.125	0	3.125	0	0	6.25	0	0	3.125	0	0	0	6.25	15.625	0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	0	1.0	25.0	75.0	33.333333333333336	66.66666666666667	0	50.0	25.0	25.0	0	0	0	3.0
GUM_whow_cactus-21	1	30	30.0	3.6666666666666665	13.333333333333334	0	13.333333333333334	23.333333333333332	3.3333333333333335	6.666666666666667	0	0	3.3333333333333335	0	10.0	10.0	0	0	0	6.666666666666667	10.0	0.5185185185185185	100.0	0	0	0	0	50.0	0	25.0	25.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	7.5	2.769230769230769	9	9.0	6.0	6.666666666666667	0	3.3333333333333335	0	0	6.666666666666667	0	3.3333333333333335	13.333333333333334	3.3333333333333335	0	0	0	0	0	0	3.3333333333333335	13.333333333333334	0	0	0	0	0	6.666666666666667	0	0	10.0	0	0	3.3333333333333335	0	0	10.0	0	0	0	0	3.3333333333333335	0	0	0	0	0	0	0	10.0	0	0	3.3333333333333335	0	0	0	100.0	2	1.0	0	0	0	0	100.0	100.0	0	0	0	0	1.0	33.333333333333336	66.66666666666667	50.0	50.0	0	25.0	50.0	25.0	0	0	0	3.25
GUM_whow_cactus-22	1	4	4.0	5.333333333333333	25.0	0	25.0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0.6666666666666666	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	4.0	1.5	2	2.0	2.0	0	0	0	0	0	0	0	0	25.0	25.0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	1.0
GUM_whow_cactus-23	1	24	24.0	4.217391304347826	8.333333333333334	0	12.5	29.166666666666668	0	0	4.166666666666667	0	12.5	0	8.333333333333334	12.5	8.333333333333334	0	0	0	4.166666666666667	0.5652173913043478	100.0	0	0	0	0	33.333333333333336	0	33.333333333333336	33.333333333333336	0	0	0	0	0	0	0	0	0	100.0	100.0	0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	4.0	100.0	6.0	2.8181818181818183	15	15.0	5.0	12.5	0	0	0	0	4.166666666666667	0	0	8.333333333333334	4.166666666666667	4.166666666666667	0	0	0	0	0	4.166666666666667	8.333333333333334	0	0	0	4.166666666666667	0	0	4.166666666666667	0	8.333333333333334	0	0	12.5	0	4.166666666666667	0	0	0	0	0	12.5	0	0	0	0	0	0	4.166666666666667	4.166666666666667	0	0	0	100.0	0	0	100.0	1	1.0	0	0	0	0	100.0	100.0	0	0	0	0	1.0	33.333333333333336	66.66666666666667	0	100.0	0	33.333333333333336	0	33.333333333333336	33.333333333333336	0	0	1.6666666666666667
